"","name","description","page"
"1126","sharrisii_homolog_chromosome","Tasmanian devil chromosome/scaffold name","homologs"
"1127","sharrisii_homolog_chrom_start","Tasmanian devil chromosome/scaffold start (bp)","homologs"
"1128","sharrisii_homolog_chrom_end","Tasmanian devil chromosome/scaffold end (bp)","homologs"
"1129","sharrisii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1130","sharrisii_homolog_subtype","Last common ancestor with Tasmanian devil","homologs"
"1131","sharrisii_homolog_orthology_type","Tasmanian devil homology type","homologs"
"1132","sharrisii_homolog_perc_id","%id. target Tasmanian devil gene identical to query gene","homologs"
"1133","sharrisii_homolog_perc_id_r1","%id. query gene identical to target Tasmanian devil gene","homologs"
"1134","sharrisii_homolog_goc_score","Tasmanian devil Gene-order conservation score","homologs"
"1135","sharrisii_homolog_wga_coverage","Tasmanian devil Whole-genome alignment coverage","homologs"
"1136","sharrisii_homolog_dn","dN with Tasmanian devil","homologs"
"1137","sharrisii_homolog_ds","dS with Tasmanian devil","homologs"
"1138","sharrisii_homolog_orthology_confidence","Tasmanian devil orthology confidence [0 low, 1 high]","homologs"
"1139","tnigroviridis_homolog_ensembl_gene","Tetraodon gene stable ID","homologs"
"1140","tnigroviridis_homolog_associated_gene_name","Tetraodon associated gene name","homologs"
"1141","tnigroviridis_homolog_ensembl_peptide","Tetraodon protein or transcript stable ID","homologs"
"1142","tnigroviridis_homolog_chromosome","Tetraodon chromosome/scaffold name","homologs"
"1143","tnigroviridis_homolog_chrom_start","Tetraodon chromosome/scaffold start (bp)","homologs"
"1144","tnigroviridis_homolog_chrom_end","Tetraodon chromosome/scaffold end (bp)","homologs"
"1145","tnigroviridis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1146","tnigroviridis_homolog_subtype","Last common ancestor with Tetraodon","homologs"
"1147","tnigroviridis_homolog_orthology_type","Tetraodon homology type","homologs"
"1148","tnigroviridis_homolog_perc_id","%id. target Tetraodon gene identical to query gene","homologs"
"1149","tnigroviridis_homolog_perc_id_r1","%id. query gene identical to target Tetraodon gene","homologs"
"1150","tnigroviridis_homolog_goc_score","Tetraodon Gene-order conservation score","homologs"
"1151","tnigroviridis_homolog_wga_coverage","Tetraodon Whole-genome alignment coverage","homologs"
"1152","tnigroviridis_homolog_dn","dN with Tetraodon","homologs"
"1153","tnigroviridis_homolog_ds","dS with Tetraodon","homologs"
"1154","tnigroviridis_homolog_orthology_confidence","Tetraodon orthology confidence [0 low, 1 high]","homologs"
"1155","oniloticus_homolog_ensembl_gene","Tilapia gene stable ID","homologs"
"1156","oniloticus_homolog_associated_gene_name","Tilapia associated gene name","homologs"
"1157","oniloticus_homolog_ensembl_peptide","Tilapia protein or transcript stable ID","homologs"
"1158","oniloticus_homolog_chromosome","Tilapia chromosome/scaffold name","homologs"
"1159","oniloticus_homolog_chrom_start","Tilapia chromosome/scaffold start (bp)","homologs"
"1160","oniloticus_homolog_chrom_end","Tilapia chromosome/scaffold end (bp)","homologs"
"1161","oniloticus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1162","oniloticus_homolog_subtype","Last common ancestor with Tilapia","homologs"
"1163","oniloticus_homolog_orthology_type","Tilapia homology type","homologs"
"1164","oniloticus_homolog_perc_id","%id. target Tilapia gene identical to query gene","homologs"
"1165","oniloticus_homolog_perc_id_r1","%id. query gene identical to target Tilapia gene","homologs"
"1166","oniloticus_homolog_goc_score","Tilapia Gene-order conservation score","homologs"
"1167","oniloticus_homolog_wga_coverage","Tilapia Whole-genome alignment coverage","homologs"
"1168","oniloticus_homolog_dn","dN with Tilapia","homologs"
"1169","oniloticus_homolog_ds","dS with Tilapia","homologs"
"1170","oniloticus_homolog_orthology_confidence","Tilapia orthology confidence [0 low, 1 high]","homologs"
"1171","tbelangeri_homolog_ensembl_gene","Tree Shrew gene stable ID","homologs"
"1172","tbelangeri_homolog_associated_gene_name","Tree Shrew associated gene name","homologs"
"1173","tbelangeri_homolog_ensembl_peptide","Tree Shrew protein or transcript stable ID","homologs"
"1174","tbelangeri_homolog_chromosome","Tree Shrew chromosome/scaffold name","homologs"
"1175","tbelangeri_homolog_chrom_start","Tree Shrew chromosome/scaffold start (bp)","homologs"
"1176","tbelangeri_homolog_chrom_end","Tree Shrew chromosome/scaffold end (bp)","homologs"
"1177","tbelangeri_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1178","tbelangeri_homolog_subtype","Last common ancestor with Tree Shrew","homologs"
"1179","tbelangeri_homolog_orthology_type","Tree Shrew homology type","homologs"
"1180","tbelangeri_homolog_perc_id","%id. target Tree Shrew gene identical to query gene","homologs"
"1181","tbelangeri_homolog_perc_id_r1","%id. query gene identical to target Tree Shrew gene","homologs"
"1182","tbelangeri_homolog_goc_score","Tree Shrew Gene-order conservation score","homologs"
"1183","tbelangeri_homolog_wga_coverage","Tree Shrew Whole-genome alignment coverage","homologs"
"1184","tbelangeri_homolog_dn","dN with Tree Shrew","homologs"
"1185","tbelangeri_homolog_ds","dS with Tree Shrew","homologs"
"1186","tbelangeri_homolog_orthology_confidence","Tree Shrew orthology confidence [0 low, 1 high]","homologs"
"1187","mgallopavo_homolog_ensembl_gene","Turkey gene stable ID","homologs"
"1188","mgallopavo_homolog_associated_gene_name","Turkey associated gene name","homologs"
"1189","mgallopavo_homolog_ensembl_peptide","Turkey protein or transcript stable ID","homologs"
"1190","mgallopavo_homolog_chromosome","Turkey chromosome/scaffold name","homologs"
"1191","mgallopavo_homolog_chrom_start","Turkey chromosome/scaffold start (bp)","homologs"
"1192","mgallopavo_homolog_chrom_end","Turkey chromosome/scaffold end (bp)","homologs"
"1193","mgallopavo_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1194","mgallopavo_homolog_subtype","Last common ancestor with Turkey","homologs"
"1195","mgallopavo_homolog_orthology_type","Turkey homology type","homologs"
"1196","mgallopavo_homolog_perc_id","%id. target Turkey gene identical to query gene","homologs"
"1197","mgallopavo_homolog_perc_id_r1","%id. query gene identical to target Turkey gene","homologs"
"1198","mgallopavo_homolog_goc_score","Turkey Gene-order conservation score","homologs"
"1199","mgallopavo_homolog_wga_coverage","Turkey Whole-genome alignment coverage","homologs"
"1200","mgallopavo_homolog_dn","dN with Turkey","homologs"
"1201","mgallopavo_homolog_ds","dS with Turkey","homologs"
"1202","mgallopavo_homolog_orthology_confidence","Turkey orthology confidence [0 low, 1 high]","homologs"
"1203","meugenii_homolog_ensembl_gene","Wallaby gene stable ID","homologs"
"1204","meugenii_homolog_associated_gene_name","Wallaby associated gene name","homologs"
"1205","meugenii_homolog_ensembl_peptide","Wallaby protein or transcript stable ID","homologs"
"1206","meugenii_homolog_chromosome","Wallaby chromosome/scaffold name","homologs"
"1207","meugenii_homolog_chrom_start","Wallaby chromosome/scaffold start (bp)","homologs"
"1208","meugenii_homolog_chrom_end","Wallaby chromosome/scaffold end (bp)","homologs"
"1209","meugenii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1210","meugenii_homolog_subtype","Last common ancestor with Wallaby","homologs"
"1211","meugenii_homolog_orthology_type","Wallaby homology type","homologs"
"1212","meugenii_homolog_perc_id","%id. target Wallaby gene identical to query gene","homologs"
"1213","meugenii_homolog_perc_id_r1","%id. query gene identical to target Wallaby gene","homologs"
"1214","meugenii_homolog_goc_score","Wallaby Gene-order conservation score","homologs"
"1215","meugenii_homolog_wga_coverage","Wallaby Whole-genome alignment coverage","homologs"
"1216","meugenii_homolog_dn","dN with Wallaby","homologs"
"1217","meugenii_homolog_ds","dS with Wallaby","homologs"
"1218","meugenii_homolog_orthology_confidence","Wallaby orthology confidence [0 low, 1 high]","homologs"
"1219","xtropicalis_homolog_ensembl_gene","Xenopus gene stable ID","homologs"
"1220","xtropicalis_homolog_associated_gene_name","Xenopus associated gene name","homologs"
"1221","xtropicalis_homolog_ensembl_peptide","Xenopus protein or transcript stable ID","homologs"
"1222","xtropicalis_homolog_chromosome","Xenopus chromosome/scaffold name","homologs"
"1223","xtropicalis_homolog_chrom_start","Xenopus chromosome/scaffold start (bp)","homologs"
"1224","xtropicalis_homolog_chrom_end","Xenopus chromosome/scaffold end (bp)","homologs"
"1225","xtropicalis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1226","xtropicalis_homolog_subtype","Last common ancestor with Xenopus","homologs"
"1227","xtropicalis_homolog_orthology_type","Xenopus homology type","homologs"
"1228","xtropicalis_homolog_perc_id","%id. target Xenopus gene identical to query gene","homologs"
"1229","xtropicalis_homolog_perc_id_r1","%id. query gene identical to target Xenopus gene","homologs"
"1230","xtropicalis_homolog_goc_score","Xenopus Gene-order conservation score","homologs"
"1231","xtropicalis_homolog_wga_coverage","Xenopus Whole-genome alignment coverage","homologs"
"1232","xtropicalis_homolog_dn","dN with Xenopus","homologs"
"1233","xtropicalis_homolog_ds","dS with Xenopus","homologs"
"1234","xtropicalis_homolog_orthology_confidence","Xenopus orthology confidence [0 low, 1 high]","homologs"
"1235","tguttata_homolog_ensembl_gene","Zebra Finch gene stable ID","homologs"
"1236","tguttata_homolog_associated_gene_name","Zebra Finch associated gene name","homologs"
"1237","tguttata_homolog_ensembl_peptide","Zebra Finch protein or transcript stable ID","homologs"
"1238","tguttata_homolog_chromosome","Zebra Finch chromosome/scaffold name","homologs"
"1239","tguttata_homolog_chrom_start","Zebra Finch chromosome/scaffold start (bp)","homologs"
"1240","tguttata_homolog_chrom_end","Zebra Finch chromosome/scaffold end (bp)","homologs"
"1241","tguttata_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1242","tguttata_homolog_subtype","Last common ancestor with Zebra Finch","homologs"
"1243","tguttata_homolog_orthology_type","Zebra Finch homology type","homologs"
"1244","tguttata_homolog_perc_id","%id. target Zebra Finch gene identical to query gene","homologs"
"1245","tguttata_homolog_perc_id_r1","%id. query gene identical to target Zebra Finch gene","homologs"
"1246","tguttata_homolog_goc_score","Zebra Finch Gene-order conservation score","homologs"
"1247","tguttata_homolog_wga_coverage","Zebra Finch Whole-genome alignment coverage","homologs"
"1248","tguttata_homolog_dn","dN with Zebra Finch","homologs"
"1249","tguttata_homolog_ds","dS with Zebra Finch","homologs"
"1250","tguttata_homolog_orthology_confidence","Zebra Finch orthology confidence [0 low, 1 high]","homologs"
"1251","drerio_homolog_ensembl_gene","Zebrafish gene stable ID","homologs"
"1252","drerio_homolog_associated_gene_name","Zebrafish associated gene name","homologs"
"1253","drerio_homolog_ensembl_peptide","Zebrafish protein or transcript stable ID","homologs"
"1254","drerio_homolog_chromosome","Zebrafish chromosome/scaffold name","homologs"
"1255","drerio_homolog_chrom_start","Zebrafish chromosome/scaffold start (bp)","homologs"
"1256","drerio_homolog_chrom_end","Zebrafish chromosome/scaffold end (bp)","homologs"
"1257","drerio_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1258","drerio_homolog_subtype","Last common ancestor with Zebrafish","homologs"
"1259","drerio_homolog_orthology_type","Zebrafish homology type","homologs"
"1260","drerio_homolog_perc_id","%id. target Zebrafish gene identical to query gene","homologs"
"1261","drerio_homolog_perc_id_r1","%id. query gene identical to target Zebrafish gene","homologs"
"1262","drerio_homolog_goc_score","Zebrafish Gene-order conservation score","homologs"
"1263","drerio_homolog_wga_coverage","Zebrafish Whole-genome alignment coverage","homologs"
"1264","drerio_homolog_dn","dN with Zebrafish","homologs"
"1265","drerio_homolog_ds","dS with Zebrafish","homologs"
"1266","drerio_homolog_orthology_confidence","Zebrafish orthology confidence [0 low, 1 high]","homologs"
"1267","hsapiens_paralog_ensembl_gene","Human paralogue gene stable ID","homologs"
"1268","hsapiens_paralog_associated_gene_name","Human paralogue associated gene name","homologs"
"1269","hsapiens_paralog_ensembl_peptide","Human paralogue protein or transcript ID","homologs"
"1270","hsapiens_paralog_chromosome","Human paralogue chromosome/scaffold name","homologs"
"1271","hsapiens_paralog_chrom_start","Human paralogue chromosome/scaffold start (bp)","homologs"
"1272","hsapiens_paralog_chrom_end","Human paralogue chromosome/scaffold end (bp)","homologs"
"1273","hsapiens_paralog_canonical_transcript_protein","Paralogue query protein or transcript ID","homologs"
"1274","hsapiens_paralog_subtype","Paralogue last common ancestor with Human","homologs"
"1275","hsapiens_paralog_orthology_type","Human paralogue homology type","homologs"
"1276","hsapiens_paralog_perc_id","Paralogue %id. target Human gene identical to query gene","homologs"
"1277","hsapiens_paralog_perc_id_r1","Paralogue %id. query gene identical to target Human gene","homologs"
"1278","hsapiens_paralog_dn","Paralogue dN with Human","homologs"
"1279","hsapiens_paralog_ds","Paralogue dS with Human","homologs"
"1280","hsapiens_paralog_paralogy_confidence","Human paralogy confidence [0 low, 1 high]","homologs"
"1281","ensembl_gene_id","Gene ID","snp"
"1282","ensembl_transcript_id","Transcript ID","snp"
"1283","ensembl_peptide_id","Protein ID","snp"
"1284","chromosome_name","Chromosome/scaffold name","snp"
"1285","start_position","Gene Start (bp)","snp"
"1286","end_position","Gene End (bp)","snp"
"1287","strand","Strand","snp"
"1288","band","Band","snp"
"1289","external_gene_name","Associated Gene Name","snp"
"1290","external_gene_source","Associated Gene Source","snp"
"1291","transcript_count","Transcript count","snp"
"1292","percentage_gc_content","% GC content","snp"
"1293","description","Description","snp"
"1294","variation_name","Variant Name","snp"
"1295","germ_line_variation_source","Variant Source","snp"
"1296","source_description","Variant source description","snp"
"1297","allele","Variant Alleles","snp"
"1298","validated","Variant supporting evidence","snp"
"1299","mapweight","Mapweight","snp"
"1300","minor_allele","Minor allele","snp"
"1301","minor_allele_freq","Minor allele frequency","snp"
"1302","minor_allele_count","Minor allele count","snp"
"1303","clinical_significance","Clinical significance","snp"
"1304","transcript_location","Transcript location (bp)","snp"
"1305","snp_chromosome_strand","Variant Chromosome/scaffold Strand","snp"
"1306","peptide_location","Protein location (aa)","snp"
"1307","chromosome_start","Chromosome/scaffold position start (bp)","snp"
"1308","chromosome_end","Chromosome/scaffold position end (bp)","snp"
"1309","polyphen_prediction_2076","PolyPhen prediction","snp"
"1310","polyphen_score_2076","PolyPhen score","snp"
"1311","sift_prediction_2076","SIFT prediction","snp"
"1312","sift_score_2076","SIFT score","snp"
"1313","distance_to_transcript_2076","Distance to transcript","snp"
"1314","cds_start_2076","CDS Start","snp"
"1315","cds_end_2076","CDS End","snp"
"1316","peptide_shift","Protein Allele","snp"
"1317","synonymous_status","Variant Consequence","snp"
"1318","allele_string_2076","Consequence specific allele","snp"
"1319","ensembl_gene_id","Gene ID","snp_somatic"
"1320","ensembl_transcript_id","Transcript ID","snp_somatic"
"1321","ensembl_peptide_id","Protein ID","snp_somatic"
"1322","chromosome_name","Chromosome/scaffold name","snp_somatic"
"1323","start_position","Gene Start (bp)","snp_somatic"
"1324","end_position","Gene End (bp)","snp_somatic"
"1325","strand","Strand","snp_somatic"
"1326","band","Band","snp_somatic"
"1327","external_gene_name","Associated Gene Name","snp_somatic"
"1328","external_gene_source","Associated Gene Source","snp_somatic"
"1329","transcript_count","Transcript count","snp_somatic"
"1330","percentage_gc_content","% GC content","snp_somatic"
"1331","description","Description","snp_somatic"
"1332","somatic_variation_name","Variant Name","snp_somatic"
"1333","somatic_source_name","Variant Source","snp_somatic"
"1334","somatic_source_description","Variant source description","snp_somatic"
"1335","somatic_allele","Variant Alleles","snp_somatic"
"1336","somatic_validated","Variant supporting evidence","snp_somatic"
"1337","somatic_mapweight","Mapweight","snp_somatic"
"1338","somatic_minor_allele","Minor allele","snp_somatic"
"1339","somatic_minor_allele_freq","Minor allele frequency","snp_somatic"
"1340","somatic_minor_allele_count","Minor allele count","snp_somatic"
"1341","somatic_clinical_significance","Clinical significance","snp_somatic"
"1342","somatic_transcript_location","Transcript location (bp)","snp_somatic"
"1343","somatic_snp_chromosome_strand","Variant Chromosome Strand","snp_somatic"
"1344","somatic_peptide_location","Protein location (aa)","snp_somatic"
"1345","somatic_chromosome_start","Chromosome position start (bp)","snp_somatic"
"1346","somatic_chromosome_end","Chromosome position end (bp)","snp_somatic"
"1347","mart_transcript_variation_som__dm_polyphen_prediction_2076","PolyPhen prediction","snp_somatic"
"1348","mart_transcript_variation_som__dm_polyphen_score_2076","PolyPhen score","snp_somatic"
"1349","mart_transcript_variation_som__dm_sift_prediction_2076","SIFT prediction","snp_somatic"
"1350","mart_transcript_variation_som__dm_sift_score_2076","SIFT score","snp_somatic"
"1351","mart_transcript_variation_som__dm_distance_to_transcript_2076","Distance to transcript","snp_somatic"
"1352","somatic_cds_start_2076","CDS Start","snp_somatic"
"1353","somatic_cds_end_2076","CDS End","snp_somatic"
"1354","somatic_peptide_shift","Protein Allele","snp_somatic"
"1355","somatic_synonymous_status","Variant Consequence","snp_somatic"
"1356","mart_transcript_variation_som__dm_allele_string_2076","Consequence specific allele","snp_somatic"
"1357","transcript_exon_intron","Unspliced (Transcript)","sequences"
"1358","gene_exon_intron","Unspliced (Gene)","sequences"
"1359","transcript_flank","Flank (Transcript)","sequences"
"1360","gene_flank","Flank (Gene)","sequences"
"1361","coding_transcript_flank","Flank-coding region (Transcript)","sequences"
"1362","coding_gene_flank","Flank-coding region (Gene)","sequences"
"1363","5utr","5' UTR","sequences"
"1364","3utr","3' UTR","sequences"
"1365","gene_exon","Exon sequences","sequences"
"1366","cdna","cDNA sequences","sequences"
"1367","coding","Coding sequence","sequences"
"1368","peptide","Peptide","sequences"
"1369","upstream_flank","upstream_flank","sequences"
"1370","downstream_flank","downstream_flank","sequences"
"1371","ensembl_gene_id","Gene ID","sequences"
"1372","description","Description","sequences"
"1373","external_gene_name","Associated Gene Name","sequences"
"1374","external_gene_source","Associated Gene Source","sequences"
"1375","chromosome_name","Chromosome/scaffold name","sequences"
"1376","start_position","Gene Start (bp)","sequences"
"1377","end_position","Gene End (bp)","sequences"
"1378","gene_biotype","Gene type","sequences"
"1379","family","Ensembl Protein Family ID(s)","sequences"
"1380","cdna_coding_start","CDS start (within cDNA)","sequences"
"1381","cdna_coding_end","CDS end (within cDNA)","sequences"
"1382","5_utr_start","5' UTR Start","sequences"
"1383","5_utr_end","5' UTR End","sequences"
"1384","3_utr_start","3' UTR Start","sequences"
"1385","3_utr_end","3' UTR End","sequences"
"1386","ensembl_transcript_id","Transcript ID","sequences"
"1387","ensembl_peptide_id","Protein ID","sequences"
"1388","transcript_biotype","Transcript type","sequences"
"1389","strand","Strand","sequences"
"1390","transcript_start","Transcript Start (bp)","sequences"
"1391","transcript_end","Transcript End (bp)","sequences"
"1392","transcription_start_site","Transcription Start Site (TSS)","sequences"
"1393","transcript_length","Transcript length (including UTRs and CDS)","sequences"
"1394","cds_length","CDS Length","sequences"
"1395","cds_start","CDS Start","sequences"
"1396","cds_end","CDS End","sequences"
"1397","ensembl_exon_id","Exon ID","sequences"
"1398","exon_chrom_start","Exon Chr Start (bp)","sequences"
"1399","exon_chrom_end","Exon Chr End (bp)","sequences"
"1400","strand","Strand","sequences"
"1401","rank","Exon Rank in Transcript","sequences"
"1402","phase","start phase","sequences"
"1403","end_phase","end phase","sequences"
"1404","cdna_coding_start","cDNA coding start","sequences"
"1405","cdna_coding_end","cDNA coding end","sequences"
"1406","genomic_coding_start","Genomic coding start","sequences"
"1407","genomic_coding_end","Genomic coding end","sequences"
"1408","is_constitutive","Constitutive Exon","sequences"
